3.9721991,1,8.6460776
5.8615597,2,6.7567119
7.4515779,3,5.1601243
9.0356514,4,3.5688822
10.6462879,5,1.9512757
14.1531384,1,0
15.7503468,1,0
17.285514,1,0
18.8969309,1,0
21.9799171,1,0
22.7924946,1,0
23.5771949,1,0
25.1187516,2,0
26.7163951,2,0
28.2580895,3,0
29.0354878,3,0
29.8202448,3,0
33.0011301,1,0
34.549614,2,0
35.3558768,3,0
36.1192295,4,0
36.3272863,5,0
39.3898959,1,0
41.6194327,2,0
42.3619877,3,0
44.049788,1,23.2995432
45.5081823,2,0
47.0985966,2,0
48.619589,2,0
50.3627117,2,0
51.7442089,3,0
52.6127645,3,0
53.3140334,3,0
54.1065845,3,0
54.8276243,4,0
55.6892029,4,0
56.459795,5,0
57.2310865,5,0
57.9953976,5,9.3271473
59.5432297,4,0
60.3488705,2,0
61.2101193,4,6.1182327
61.251838,2,6.0707127
61.2657909,3,0
64.2655684,3,0.4097524
64.7938421,3,0
65.2866676,3,0
65.4668795,3,1.7995134
68.9741856,1,0
70.5364051,2,0
72.0648058,3,0
72.8841567,4,0
73.627132,5,0
76.8075202,3,0
76.8075664,2,0
76.821219,4,0
76.8355004,5,0
80.0511888,4,6.0759855
80.0579979,1,9.1808808
80.058002,2,6.0903596
80.0854174,3,2.6113663
80.0925405,5,9.1047248
82.7662307,3,0
90.7592129,1,0
91.1830407,1,0
91.6207439,1,0
91.9539803,1,0
92.3636992,1,27.5147681
92.468008,4,0
93.5169168,5,0
93.9196443,4,0
94.3566697,5,0
95.1697675,4,0
95.6208731,4,0
95.9265176,4,0
96.6481476,4,0
97.0028326,5,0
97.3703757,4,0
98.2037548,4,0
98.5931525,5,0
99.2110964,5,0
99.7735218,4,0
101.7389297,5,0
102.2671992,5,0
102.6900169,4,0
102.8987043,3,0
104.7738287,5,0
105.9472914,4,0
106.2805427,3,0
107.5168795,2,0
107.926375,2,0
108.3225254,2,0
108.6566182,2,0
109.1416501,4,0
109.4956861,4,0
111.044592,5,0
111.5728603,5,0
112.120706,4,0
112.5445316,4,1.2573574
114.1911693,5,0
114.7044767,5,0
115.1286636,4,0.44444250000001
115.4755301,3,1.0281593
116.5445336,3,0.60470369999999
118.8432997,3,0
119.0519159,3,0
120.4334984,3,0
122.0456988,3,0
122.8016818,4,0
123.5586233,2,0
125.1633498,3,0
125.558911,3,0
126.3099478,3,0
126.4545964,3,0
126.913299,3,0
128.28822,3,0
128.4409965,3,0
129.7673478,3,0
129.9893332,4,0
130.4547924,4,0
130.8301137,4,0
131.1707542,4,0
131.3509023,3,0
131.5038093,4,0
131.9136447,4,0
132.3226854,4,0
132.7395669,4,0
132.9139203,3,0
133.0665982,4,0
133.5245428,4,0
133.9271785,4,0
134.2817799,4,0
134.4481806,4,0
134.4971926,3,0
134.7119452,4,0
135.0728066,4,0
135.5106444,4,0
135.872147,4,0
136.0106136,5,0
136.2606555,4,0
136.6843211,4,0
137.0387363,4,0
137.3231655,4,0
137.5664136,5,0
137.7332161,4,0
138.1636877,4,0
138.5941067,4,0
139.0176483,4,0
139.2053992,2,0
139.3092496,4,0
139.7328802,4,0
140.115833,4,0
140.4695765,4,0
140.6564267,2,0
140.8023062,4,0
141.2605317,4,0
141.6981426,4,0
142.1427103,5,1.166813
143.3373233,4,0
143.6912924,3,1.6252431
145.7539372,3,0
146.1154453,3,0
146.517625,3,0
148.399685,5,0
148.8655427,5,0.64549159999999
149.5674374,4,1.9367732
151.5600423,5,0
152.1082378,5,0.40958220000002
152.5046023,4,0
152.7400696,3,21.264409
154.6777126,4,0
155.0248158,4,0.45839089999998
155.6575217,4,0
156.2966966,2,0
156.6985543,2,0
157.1153787,2,0
157.5255644,2,0
157.9208014,4,0
158.2959259,4,0
158.7056126,4,0
159.1019087,4,0
159.5671834,2,0
160.4002547,2,0
160.5672495,2,0
161.1296117,5,0
161.302634,5,0
162.7336934,1,0
162.8933898,1,0
164.3653392,4,0
164.9556947,4,0
165.3098433,2,0
165.4766799,1,1.9862174
167.5808901,1,6.4101052
167.5948229,5,6.3822991
169.2478352,4,0
169.3933536,4,0
170.720203,2,0
170.9074128,2,0
172.330818,4,1.6323729
173.1577568,2,0.8120055
175.1086583,1,2.0350583
177.0534508,2,0
177.1860823,1,6.1317737
177.6300044,2,5.6525394
178.0257767,3,0
178.1993362,3,5.1185257
180.053287,4,3.2499204
181.6783615,5,1.6182399
184.8455406,1,7.8676982
185.6922312,2,7.0007147
186.4630013,4,6.2299504
187.2410835,5,3.1183092
188.1092128,3,1.6179229
189.8105923,3,0
190.3037093,3,0
190.5605613,5,0
190.7199507,3,0
190.8728318,5,0
190.887228,3,1.7984472
191.0749485,5,1.5967258
192.8386034,1,10.3957524
194.4011211,5,8.8678813
195.9715557,2,6.2627515
197.5534982,4,5.2640645
198.387068,3,0
199.1577477,3,1.2568952
